global_monthly_2018_10_mosaic_L15-1848E-0793N_7394_5018_13.tif,89.847,10.384,4.699
global_monthly_2018_11_mosaic_L15-1848E-0793N_7394_5018_13.tif,67.919,34.726,5.234
global_monthly_2018_12_mosaic_L15-1848E-0793N_7394_5018_13.tif,22.158,81.949,5.849
global_monthly_2019_10_mosaic_L15-1848E-0793N_7394_5018_13.tif,85.246,16.831,3.759
global_monthly_2019_11_mosaic_L15-1848E-0793N_7394_5018_13.tif,95.328,6.176,2.1069999999999998
global_monthly_2019_12_mosaic_L15-1848E-0793N_7394_5018_13.tif,25.853,79.339,2.206
global_monthly_2018_02_mosaic_L15-1848E-0793N_7394_5018_13.tif,4.583,95.392,9.433
global_monthly_2019_04_mosaic_L15-1848E-0793N_7394_5018_13.tif,87.32,14.397,1.7850000000000001
global_monthly_2019_05_mosaic_L15-1848E-0793N_7394_5018_13.tif,92.066,5.223,1.896
global_monthly_2018_03_mosaic_L15-1848E-0793N_7394_5018_13.tif,9.368,92.633,2.984
global_monthly_2018_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,15.174,88.28,2.526
global_monthly_2019_09_mosaic_L15-1848E-0793N_7394_5018_13.tif,91.503,10.541,1.8390000000000002
global_monthly_2019_07_mosaic_L15-1848E-0793N_7394_5018_13.tif,90.031,10.64,2.225
global_monthly_2019_08_mosaic_L15-1848E-0793N_7394_5018_13.tif,81.725,19.098,3.741
global_monthly_2019_06_mosaic_L15-1848E-0793N_7394_5018_13.tif,89.705,8.506,2.056
global_monthly_2020_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,9.177,93.004,3.5479999999999996
global_monthly_2019_02_mosaic_L15-1848E-0793N_7394_5018_13.tif,10.426,90.261,2.9219999999999997
global_monthly_2018_04_mosaic_L15-1848E-0793N_7394_5018_13.tif,46.698,64.626,2.197
global_monthly_2018_05_mosaic_L15-1848E-0793N_7394_5018_13.tif,97.735,3.893,1.734
global_monthly_2019_03_mosaic_L15-1848E-0793N_7394_5018_13.tif,33.307,71.403,2.395
global_monthly_2019_01_mosaic_L15-1848E-0793N_7394_5018_13.tif,11.45,89.627,3.042
global_monthly_2018_07_mosaic_L15-1848E-0793N_7394_5018_13.tif,93.438,5.71,2.701
global_monthly_2018_09_mosaic_L15-1848E-0793N_7394_5018_13.tif,98.419,0.688,1.655
global_monthly_2018_06_mosaic_L15-1848E-0793N_7394_5018_13.tif,93.84,7.522,1.956
global_monthly_2018_08_mosaic_L15-1848E-0793N_7394_5018_13.tif,93.864,6.705,2.6660000000000004
