global_monthly_2018_03_mosaic_L15-1617E-1207N_6468_3360_13.tif,82.094,20.891,7.509
global_monthly_2019_05_mosaic_L15-1617E-1207N_6468_3360_13.tif,66.527,33.136,15.554
global_monthly_2019_04_mosaic_L15-1617E-1207N_6468_3360_13.tif,75.049,26.923,10.854
global_monthly_2018_02_mosaic_L15-1617E-1207N_6468_3360_13.tif,64.065,39.291,13.702
global_monthly_2019_08_mosaic_L15-1617E-1207N_6468_3360_13.tif,77.211,21.474,14.057
global_monthly_2019_09_mosaic_L15-1617E-1207N_6468_3360_13.tif,89.639,8.756,10.657
global_monthly_2019_07_mosaic_L15-1617E-1207N_6468_3360_13.tif,81.195,18.057,12.800999999999998
global_monthly_2019_03_mosaic_L15-1617E-1207N_6468_3360_13.tif,83.881,19.718,6.55
global_monthly_2018_05_mosaic_L15-1617E-1207N_6468_3360_13.tif,92.255,9.869,5.853999999999999
global_monthly_2020_01_mosaic_L15-1617E-1207N_6468_3360_13.tif,65.409,40.572,6.170999999999999
global_monthly_2018_04_mosaic_L15-1617E-1207N_6468_3360_13.tif,76.464,28.615,9.287
global_monthly_2019_02_mosaic_L15-1617E-1207N_6468_3360_13.tif,81.44,21.631,10.383
global_monthly_2018_06_mosaic_L15-1617E-1207N_6468_3360_13.tif,79.267,20.604,20.68
global_monthly_2018_08_mosaic_L15-1617E-1207N_6468_3360_13.tif,86.726,11.526,13.104
global_monthly_2018_07_mosaic_L15-1617E-1207N_6468_3360_13.tif,96.119,4.054,5.177
global_monthly_2018_09_mosaic_L15-1617E-1207N_6468_3360_13.tif,81.49,20.799,11.13
global_monthly_2019_01_mosaic_L15-1617E-1207N_6468_3360_13.tif,77.627,27.2,5.5
global_monthly_2018_11_mosaic_L15-1617E-1207N_6468_3360_13.tif,50.69,49.859,11.818
global_monthly_2018_10_mosaic_L15-1617E-1207N_6468_3360_13.tif,67.915,32.718,15.385
global_monthly_2018_12_mosaic_L15-1617E-1207N_6468_3360_13.tif,77.332,25.385,8.519
global_monthly_2019_11_mosaic_L15-1617E-1207N_6468_3360_13.tif,95.428,6.998,3.637
global_monthly_2019_10_mosaic_L15-1617E-1207N_6468_3360_13.tif,78.478,24.965,7.757
global_monthly_2019_12_mosaic_L15-1617E-1207N_6468_3360_13.tif,87.232,17.258,2.055
