global_monthly_2018_12_mosaic_L15-0571E-1075N_2287_3888_13.tif,65.206,32.273,15.057
global_monthly_2018_10_mosaic_L15-0571E-1075N_2287_3888_13.tif,71.586,19.372,28.808
global_monthly_2018_11_mosaic_L15-0571E-1075N_2287_3888_13.tif,77.684,18.065,24.365
global_monthly_2019_11_mosaic_L15-0571E-1075N_2287_3888_13.tif,74.523,23.613,17.799000000000003
global_monthly_2018_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,82.828,17.797,12.829
global_monthly_2019_09_mosaic_L15-0571E-1075N_2287_3888_13.tif,82.399,20.151,15.84
global_monthly_2019_08_mosaic_L15-0571E-1075N_2287_3888_13.tif,65.825,30.429,18.901
global_monthly_2019_06_mosaic_L15-0571E-1075N_2287_3888_13.tif,77.301,20.683,27.463
global_monthly_2018_02_mosaic_L15-0571E-1075N_2287_3888_13.tif,60.804,31.429,24.026
global_monthly_2019_04_mosaic_L15-0571E-1075N_2287_3888_13.tif,62.674,36.012,21.748
global_monthly_2019_05_mosaic_L15-0571E-1075N_2287_3888_13.tif,61.556,30.827,25.412
global_monthly_2018_03_mosaic_L15-0571E-1075N_2287_3888_13.tif,47.042,42.015,28.769000000000002
global_monthly_2019_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,61.549,35.453,17.441000000000003
global_monthly_2018_07_mosaic_L15-0571E-1075N_2287_3888_13.tif,54.065,31.871,36.186
global_monthly_2018_09_mosaic_L15-0571E-1075N_2287_3888_13.tif,80.207,19.076,21.804000000000002
global_monthly_2018_08_mosaic_L15-0571E-1075N_2287_3888_13.tif,64.636,26.27,33.119
global_monthly_2020_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,70.956,30.568,10.812000000000001
global_monthly_2019_02_mosaic_L15-0571E-1075N_2287_3888_13.tif,60.316,37.082,19.514
global_monthly_2018_04_mosaic_L15-0571E-1075N_2287_3888_13.tif,40.375,49.481,34.356
global_monthly_2019_03_mosaic_L15-0571E-1075N_2287_3888_13.tif,39.582,58.481,18.939999999999998
