Country Name,Country Code,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Agriculture, value added (% of GDP)","Agriculture, value added (annual % growth)","Agriculture, value added (constant 2005 US$)","Air transport, registered carrier departures worldwide","Automated teller machines (ATMs) (per 100,000 adults)","Borrowers from commercial banks (per 1,000 adults)",Consumer price index (2010 = 100),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",CPIA economic management cluster average (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),Depth of credit information index (0=low to 8=high),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Ease of doing business index (1=most business-friendly regulations),Electric power consumption (kWh per capita),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),Exports of goods and services (% of GDP),Exports of goods and services (annual % growth),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",Fuel exports (% of merchandise exports),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",GDP per person employed (constant 1990 PPP $),GINI index (World Bank estimate),"Government expenditure on education, total (% of GDP)",Gross capital formation (% of GDP),Gross capital formation (annual % growth),"Gross fixed capital formation, private sector (% of GDP)",High-technology exports (% of manufactured exports),ICT goods imports (% total goods imports),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),"Industry, value added (% of GDP)","Industry, value added (annual % growth)","Industry, value added (constant 2005 US$)","Inflation, consumer prices (annual %)",Informal payments to public officials (% of firms),International migrant stock (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)",Labor force with basic education (% of total working-age population with basic education),"Labor force with basic education, female (% of female working-age population with basic education)","Labor force with basic education, male (% of male working-age population with basic education)",Labor force with intermediate education (% of total working-age population with intermediate education),"Labor force with intermediate education, female (% of female working-age population with intermediate education)","Labor force with intermediate education, male (% of male working-age population with intermediate education)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Lifetime risk of maternal death (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2005 US$)",Market capitalization of listed companies (% of GDP),Mobile cellular subscriptions (per 100 people),"New business density (new registrations per 1,000 people ages 15-64)",New businesses registered (number),Number of visits or required meetings with tax officials,"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)","Personal remittances, paid (current US$)","Personal transfers, receipts (BoP, current US$)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Research and development expenditure (% of GDP),Researchers in R&D (per million people),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, primary, female (% gross)","School enrollment, primary, male (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, secondary, female (% gross)","School enrollment, secondary, male (% gross)","School enrollment, tertiary (% gross)","School enrollment, tertiary (gross), gender parity index (GPI)","School enrollment, tertiary, female (% gross)","School enrollment, tertiary, male (% gross)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Tax revenue (% of GDP),"Taxes on income, profits and capital gains (% of total taxes)",Technicians in R&D (per million people),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to obtain an operating license (days),Time required to register property (days),Time required to start a business (days),Time to prepare and pay taxes (hours),Time to resolve insolvency (years),"Total employment, total (ages 15+)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment with intermediate education, female (% of female labor force with intermediate education)","Unemployment with intermediate education, male (% of male labor force with intermediate education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Year
Afghanistan,AFG,33.7486801147461,117.396,100.231023134586,29.7989655280121,14.6947633410373,3608888926.72396,,0.20881807028053,,82.7748069188245,64.0849990844727,24.6270008087158,29.863000869751,3.16666666666667,2,2,3.5,2.3,1.5,2,,0.535180550401165,6.77046094638147,,,0.208000004291534,1.04900002479553,0.938000023365021,69.3789978027344,78.9329986572266,67.9179992675781,7.09100008010864,7.38199996948242,7.0460000038147,23.5300006866455,13.6859998703003,25.0359992980957,330.6338849,189.7967718,17.8237142691694,-1.7010810608123,6.46,0.00187851338358131,1.91683279017632,0,,13.7402049898513,440.368155343632,1284.77521302624,5107.701171875,,,19.8649409466711,8.30431854903854,,,,58.3500468255022,1.9,26.6090116413742,7.63312347748159,2812794813.79961,8.482889268,,,15.2209997177124,86.8929977416992,52.3110008239746,,,,,,,,,,7264788,60.933,58.543,4.76872685329858,,,,,,,17.5669266221133,4.53718993662599,1774349276.06426,,17.5381616236848,0.177423858582271,2276,,10.6859998703003,46.8460006713867,42.0480003356934,,,47.8235882070236,12729105,49.9423108539902,13293041,2.23410093898619,594646,40.7695248598474,2.75522538418067,26616792,,,,,,0,0,,,20464853,76.887,101.782279968262,77.4170074462891,124.734336853027,29.3682193756104,0.374179989099503,15.7788696289063,42.1690406799316,,,,,74.9789962768555,72.5220031738281,72.8479995727539,19,5.22975577450032,22.0088149768566,,,1642,,250,9.5,275,2,6697893,,,,,,,12.8629999160767,6.97599983215332,7.80200004577637,21.6529998779297,14.9420003890991,16.1429996490479,6151939,23.113,74.770998954773,71.4730014801025,71.9110012054444,25.0209999084473,27.4780006408691,27.1520004272461,2007
Albania,ALB,100,18.457,51.6214204543714,17.1285505934542,2.72962190574523,1824181074.56348,4930,19.3615907695109,76.1809288545396,91.3478264295177,45.7919998168945,14.503999710083,27.7639999389648,,,,,,,,,62.0767546352252,29.9638407509549,,1213.12436932179,0.610000014305115,4.20800018310547,2.68300008773804,47.9129981994629,61.8250007629395,37.6800003051758,18.6979999542236,10.9309997558594,24.4099998474121,33.3889999389648,27.2430000305176,37.9090003967285,412.1080006,325.5786314,28.0842219491787,15.3237406486594,1.668,0.330698000963654,6.09545723353169,0.0458865008625498,7.45300316147739,5.89999999980755,3610.72755370642,8754.56951284933,22779.30859375,,3.26868009567261,38.6555320484345,5.45447403063196,32.7611674392599,1.31430513179235,3.2342851497,54.7882006816762,15.0361154084109,21.8337206942487,-0.407864922125839,2033603605.24921,2.932682482,57.7,,46.8030014038086,65.2190017700195,55.9220008850098,81.6574020385742,77.1728973388672,79.1877975463867,31.7844009399414,54.0663986206055,42.3283004760742,45.0825004577637,73.3503036499023,60.282398223877,1250632,78.528,73.192,0.0457014551149005,,,,,,,7.61493567370763,-12.5432267033814,503121493.760076,,76.8024942566025,7.00714784784232,2176,4.6,24.1000003814697,42.5929985046387,34.7560005187988,9940000,1304560000,24.7012226235794,733631,65.9537479161892,1958838,9.34502946023142,277549,108.394781021898,-0.75571875541991,2970017,,0.1,97.2094192504883,96.0868072509766,96.6290969848633,0,0,0.08735,,1517619,51.098,96.7381820678711,96.3893814086914,97.0633773803711,82.6511611938477,0.977530002593994,81.6880874633789,83.5654602050781,30.8763904571533,1.35117995738983,35.4257583618164,26.2183303833008,70.5019989013672,61.3050003051758,65.2030029296875,44,,,,9.92094002890962,390,21.2,42,37,364,2,1081808,15.3052997589111,15.8787002563477,15.6129999160767,23.1807994842529,15.6185998916626,18.2329998016357,13.2290000915527,13.6979999542236,13.5,25.2600002288818,28.2259998321533,26.943000793457,1452398,48.902,69.8920001983642,57.0969982147217,62.5200004577636,29.4979991912842,38.6949996948242,34.7970008850098,2007
Algeria,DZA,98.7701416015625,9.687,49.3551811175758,7.57063112169223,2.50188071610431,11167629351.5895,44136,3.69927281190944,27.4648163780028,86.7943918373339,3.21199989318848,3.01399993896484,3.04200005531311,,,,,,,,,-3.63603837058901,12.9901033983448,,890.814352714554,1.78600001335144,4.57299995422363,4.17399978637695,19.121000289917,12.0419998168945,20.2549991607666,34.1440010070801,42.4630012512207,32.810001373291,46.7360000610352,45.4930000305176,46.935001373291,273.0805433,271.8499241,47.0681635490012,-1.00864303605903,2.662,0.836846542264221,1.24964656448049,0.108901010109801,97.7888821640915,3.37287515437164,4359.37574752245,12570.6547026998,47812.83203125,,,34.469481191619,11.2184572749294,,0.716136565964244,4.6017297193,24.8699633870814,9.45119062555304,57.674059310422,2.47640393106856,77633513944.7442,3.673827269,66.6,,13.4549999237061,70.7409973144531,42.2900009155273,,,,,,,,,,10460259,74.957,72.391,0.401549272028873,,,,,,,,,,,80.3576091201664,0.334746943093441,7955,,19.8050003051758,27.943000793457,26.7789993286133,48863732.651948,37404524.9710346,27.8876495783858,9565485,66.9544901299927,22965441,5.15786029162151,1769150,14.401267980552,1.53403833511292,34300076,,0.1,95.2283935546875,93.7755126953125,94.4872589111328,0,0.2,,,11885662,34.652,109.51815032959,105.66259765625,113.216590881348,70.1982192993164,1.08089005947113,72.9828033447266,67.5207290649414,23.4585609436035,1.39375996589661,27.3949794769287,19.6554393768311,24.80299949646,35.5289993286133,33.9959983825684,27,37.4310118551299,27.4228194054066,,8.94577901226808,630,19.3,74,24,451,1.3,9017737,,,,,,,21.9950008392334,12.25,13.789999961853,40.2319984436035,25.0550003051758,27.3339996337891,22414414,65.348,23.0170001983643,30.9570007324218,29.8209993839264,75.1969985961914,64.4710006713867,66.0039978027344,2007
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46635865,45.28172424,97.1153846153846,1.34529147982063,,,,,,1.96353436185133,10619.6136467331,,,,,,,7.88461538461538,,,119.423076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.515,-1.28183783913039,57903,,,,,,,,,,7006,12.1,,,,,,,,,,,,,,,,,,,17.9610728286963,,,,,,,,,,,,,,,,,,,,50897,87.9,,,,,,,2007
Andorra,AND,100,,,0.399345781654627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.78037,257.665705,,,1.18,22.4060568677963,,,0.00604635731332539,0.0400110668908411,48710.6646202996,,,,2.07097005844116,,,,22.3118838490728,10.1353793425,,70.87,15.461700967698,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41965380945891,,,,76.8029703808522,,,,,,,,,,,,,,,175.921276595745,2.06759812375179,82683,,,,,,,,,,8840,10.692,,,,,,,,,,,,,,,,,,,44.9342670198227,,,,,,,,,,,,,,,,,,,,73843,89.308,,,,,,,2007
Angola,AGO,37.5,181.229,98.8351051177082,,,,5277,4.41332128472506,,68.292701659282,15.1280002593994,12.4130001068115,13.746000289917,3,2.5,3,3,2.7,2,2.5,,1.87359788220576,10.6219623331495,,132.681280561997,1.40400004386902,4.38899993896484,2.92300009727478,38.6279983520508,46.1030006408691,31.4150009155273,9.22900009155273,1.38900005817413,16.7950000762939,52.1430015563965,52.507999420166,51.7900009155273,560.4873122,154.6353193,73.9581838364149,17.5008585731835,6.368,0.0557204229208674,-1.47784622637735,1.50835016596464,95.7182156018107,23.1895972587248,3259.2323217716,5443.11793253444,16012.6103515625,,,13.5049782142269,27.1700543945033,2.04664799457029,,4.5142995927,43.515623958401,1.7,,,,12.24867552,,,75.1149978637695,80.4410018920898,77.6910018920898,,,,,,,,,,8590630,57.714,52.508,4.44269842165111,,,,,,,,,,,23.6289644664196,,,,65.6340026855469,45.9809989929199,55.632999420166,602671451.28,0,47.3397617556638,9940255,50.2929298831819,10560352,2.36730836115425,497080,16.8426141012272,3.56453863281601,20997687,,1.6,,,,0,2.3,,,8918978,42.476,98.3860321044922,,,,,,,,,,,82.1660003662109,62.7820014953613,72.302001953125,32,23.2125540787142,81.8276163222833,,0.449068509307716,1011,,335,83,284,,7147082,,,,,,,18.1380004882813,15.4750003814697,16.8040008544922,41.1310005187988,37.148998260498,39.1640014648438,12078709,57.524,80.7620029449463,58.3939990997314,69.378999710083,17.8339996337891,37.2179985046387,27.6979999542236,2007
Antigua and Barbuda,ATG,92.8556442260742,55.493,52.6910287900814,1.60765261113387,-0.93968984232653,23045944.3430472,27746,57.5679074065658,,92.3492791612058,,,,,,,,,,,,76.3894472116285,64.4980111182169,,,,,,,,,,,,,,,114.1384615,97.22242793,44.3258153364696,,2.183,2.47972773333625,25.7895675974098,0.17521005801936,0,9.25942055972271,15466.9527954497,24408.1815224456,,,,,,,0.0565125312327638,7.4853543209,71.0973921139942,34,17.75960835336,8.09797274570168,266255212.374599,1.416052594,,,,,,,,,,,,,,,,77.273,72.454,,,,,,,,1.69627141291549,9.14065263724795,27026833.175472,,122.980707149189,4.63982241307156,255,,,,,2131100.37037037,12410480,27.765071513772,25372,65.4917324170232,59847,6.74319606920476,6162,207.684090909091,1.18890448301412,91381,,,,,,0,0,,,65792,71.998,95.8412704467773,94.5363388061523,97.1245498657227,96.0421524047852,0.963949978351593,94.3502807617188,97.8788681030273,,,,,,,,45,19.5118206885052,14.6089546828463,,41.4747048073451,351,,25,22,184,3,,,,,,,,,,,,,,25589,28.002,,,,,,,2007
Arab World,ARB,84.7357232408233,50.5433873681726,65.2754520648483,5.78863545730716,-3.42482143804601,103134257508.315,516679,14.1030192596881,,,26.1019744970713,7.25776778750481,10.8533186467649,2.9,2.7,2.7,3.3,2.92,2.5,2.9,,37.3373207601227,38.3337436004594,,1987.1109820734,1.88437643648769,7.65241046182899,6.5517129588288,26.7524293081181,36.1903241594078,24.569312009023,24.1095581629164,14.8668989348582,26.2292685978061,49.1382826239827,48.9398207976947,49.2021471134929,,,53.7265712813977,5.3213539652821,3.47680495236086,0.892963250060911,5.00674747274939,2.35888771316406,79.8519083623162,4.53516099710345,5713.9550655563,13778.1619593724,47951.7133728438,,,26.4741625426666,22.9140443876535,,1.09938721008879,5.09887056021239,39.7066903627518,14.3152138911244,54.1101858379344,3.69392149382347,943172410094.137,4.965976546,,,20.6811076091566,73.9499928488627,48.1518187458326,,,,,,,,,,104285189,71.2869495417346,67.7140762669052,0.706269941815509,59.13446,78.26312,69.06261,79.58888,87.95495,83.92297,10.1266951283773,7.35856181463713,165748353845.169,,52.5707346869712,2.74578835926893,,,15.5370712988816,21.1842572047887,20.1064066357929,36459483137.9317,27498411160.102,34.6982287065357,115077993,61.1621916094245,202846731,4.13957968403983,13729073,24.3435087765914,2.43396656741861,331653797,,,78.7146530151367,86.364631652832,82.6185684204102,2.985,2.52,,,149192240,44.9843305880439,94.84311,90.20594,99.28804,63.98061,0.93597,61.82179,66.05129,22.67112,0.9627,22.23066,23.09191,43.5234918478778,36.0941514323582,37.5117333470499,24.75,,,,10.1106474673086,650.95,,42.85,31.87,226.3,2.84666666666667,93300469,,,,,,,17.206564532157,7.78896887678342,9.7478677090841,37.9954533671302,19.2993825831634,23.7306455448234,182461557,55.0156694119561,41.6390457959529,28.4420249922935,30.9597252825578,56.4765072321178,63.9058484470608,62.488266420639,2007
Argentina,ARG,97.5394134521484,63.734,58.0597317705398,7.45235394606923,8.53758292824993,29958430353.5939,79465,28.5219355543172,253.356094135257,,1.44900000095367,0.602999985218048,0.941999971866608,,,,,,,,,25.8325151090984,13.0985413493544,,2438.08991413208,2.59299993515015,5.80700016021729,4.51900005340576,0.927999973297119,0.386999994516373,1.29100000858307,24.2900009155273,10.4200000762939,33.5999984741211,74.7819976806641,89.1949996948242,65.1070022583008,211.7565772,138.0010875,22.6627503115066,8.16445191719141,2.413,6.50484220453706,2.25129153609907,0.523154919528561,10.9939980823356,9.00765087504757,9830.68091982204,17900.7063421587,43211.1796875,46.3,4.46260023117065,20.099113202908,20.3300602381165,,6.59445029079414,9.9707503622,18.2824203070644,25.9466329403819,27.4152361334783,6.03334742709704,101973170046.612,8.831412989,,,49.0180015563965,75.1019973754883,61.5940017700195,,,,,,,,,,18090391,78.936,71.274,0.149411176459538,,,,,,,17.0474154518997,7.53396750618644,62978705882.7635,19.8483841980828,101.079671207247,0.584398911476491,14694,,15.1219997406006,20.44700050354,18.3120002746582,463192097.270433,541077142.857144,26.5193585104752,10599847,63.2672211194013,25288050,10.2134203701235,4082327,14.6053166416364,1.03443291949168,39970224,2.9,0.4,101.959899902344,101.748809814453,101.852600097656,100,25.5,0.45801,967.75316,3850731,9.634,119.352691650391,119.076103210449,119.620231628418,93.7097015380859,1.11904001235962,99.0632781982422,88.5249862670898,66.3530426025391,1.51994001865387,80.2532730102539,52.8001899719238,19.1639995574951,26.8560009002686,23.7730007171631,19,12.4482684483004,20.5626978689486,193.44555,23.7676926704239,590,,51,29,453,2.4,16558137,,,,,,,10.9779996871948,6.71199989318848,8.47000026702881,26.6630001068115,16.628999710083,20.7059993743896,36119493,90.366,16.5709997415543,21.050000488758,19.2540002465248,80.8359985351563,73.1439971923828,76.2269973754883,2007
Armenia,ARM,99.3310394287109,27.785,47.3785657470212,18.2498628100602,10.3000080199229,1715772446.48636,5975,14.4802800434751,,82.0524630946995,38.6030006408691,20.9370002746582,28.8939990997314,5.5,3.5,4.5,5.5,4.2,3.5,4.5,,12.134288294191,13.5779444169139,,1772.89489188069,0.101000003516674,0.644999980926514,0.400000005960464,36.5330009460449,43.9029998779297,30.3540000915527,18.9650001525879,7.80399990081787,28.3239994049072,44.5009994506836,48.2919998168945,41.3230018615723,391.6723317,242.4001192,19.1856439468102,-3.50828981631049,1.702,0.132967116891052,7.25233197719082,0.149756825089645,1.20272440620882,13.7492019586216,3366.16218732912,7010.62705596386,18983.775390625,31.2,3.01893997192383,37.7825666626255,19.7014055220577,31.5640027442433,0.875873520221703,5.6164204948,39.1508144360714,6.02125339712607,39.5092864618027,11.2610049487995,3691137631.29232,4.407360896,,,47.7019996643066,66.5380020141602,56.2599983215332,46.6147994995117,73.4850997924805,57.2202987670898,27.2653007507324,35.1683006286621,30.4104995727539,37.0491981506348,61.9477005004883,48.592098236084,1313226,75.88,69.463,0.0633037783679801,,,,,,,9.37052219562076,1.59481168795463,853590272.040333,,63.9746053263218,1.6283920296892,3290,,25.1870002746582,26.4839992523193,25.8999996185303,238832730.679451,755823295.687447,20.417168986886,598847,67.8524719609854,1990151,11.7303590521286,344058,103.022690551458,-0.863750024280934,2933056,2.8,0.2,103.480247497559,100.8046875,102.067138671875,13.5,2.8,0.21102,,1063555,36.261,113.284599304199,114.603790283203,112.130043029785,96.4233322143555,1.0045599937439,96.6457977294922,96.2072830200195,45.929069519043,1.30631995201111,51.8755416870117,39.7113418579102,63.890998840332,48.0660018920898,55.193000793457,54,15.962531729107,24.3347395986675,,21.2986045953436,285,,5,17,578,1.9,1155550,31.4400005340576,20.4699993133545,26.0799999237061,37.4799995422363,22.0699996948242,29.8299999237061,19.7049999237061,15.6359996795654,17.5179996490479,43.4780006408691,27.6319999694824,34.6139984130859,1869501,63.739,63.7900009155273,47.4209995269775,54.7939987182617,36.109001159668,51.9339981079102,44.806999206543,2007
