global_monthly_2017_07_mosaic_L15-1669E-1160N_6679_3549_13.tif,4667
global_monthly_2017_08_mosaic_L15-1669E-1160N_6679_3549_13.tif,5064
global_monthly_2017_09_mosaic_L15-1669E-1160N_6679_3549_13.tif,5117
global_monthly_2017_10_mosaic_L15-1669E-1160N_6679_3549_13.tif,5065
global_monthly_2017_11_mosaic_L15-1669E-1160N_6679_3549_13.tif,5005
global_monthly_2018_01_mosaic_L15-1669E-1160N_6679_3549_13.tif,5007
global_monthly_2018_02_mosaic_L15-1669E-1160N_6679_3549_13.tif,4989
global_monthly_2018_03_mosaic_L15-1669E-1160N_6679_3549_13.tif,4253
global_monthly_2018_04_mosaic_L15-1669E-1160N_6679_3549_13.tif,4904
global_monthly_2018_05_mosaic_L15-1669E-1160N_6679_3549_13.tif,1741
global_monthly_2018_06_mosaic_L15-1669E-1160N_6679_3549_13.tif,5171
global_monthly_2018_07_mosaic_L15-1669E-1160N_6679_3549_13.tif,5529
global_monthly_2018_08_mosaic_L15-1669E-1160N_6679_3549_13.tif,4953
global_monthly_2018_09_mosaic_L15-1669E-1160N_6679_3549_13.tif,5608
global_monthly_2018_10_mosaic_L15-1669E-1160N_6679_3549_13.tif,5616
global_monthly_2018_11_mosaic_L15-1669E-1160N_6679_3549_13.tif,5602
global_monthly_2018_12_mosaic_L15-1669E-1160N_6679_3549_13.tif,5613
global_monthly_2019_01_mosaic_L15-1669E-1160N_6679_3549_13.tif,5596
global_monthly_2019_02_mosaic_L15-1669E-1160N_6679_3549_13.tif,4849
global_monthly_2019_03_mosaic_L15-1669E-1160N_6679_3549_13.tif,5628
global_monthly_2019_04_mosaic_L15-1669E-1160N_6679_3549_13.tif,2249
global_monthly_2019_05_mosaic_L15-1669E-1160N_6679_3549_13.tif,5265
global_monthly_2019_06_mosaic_L15-1669E-1160N_6679_3549_13.tif,5619
global_monthly_2019_07_mosaic_L15-1669E-1160N_6679_3549_13.tif,5722
global_monthly_2019_08_mosaic_L15-1669E-1160N_6679_3549_13.tif,5737
global_monthly_2019_09_mosaic_L15-1669E-1160N_6679_3549_13.tif,5676
