global_monthly_2018_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,2273
global_monthly_2018_02_mosaic_L15-0506E-1204N_2027_3374_13.tif,2282
global_monthly_2018_03_mosaic_L15-0506E-1204N_2027_3374_13.tif,2297
global_monthly_2018_04_mosaic_L15-0506E-1204N_2027_3374_13.tif,2312
global_monthly_2018_05_mosaic_L15-0506E-1204N_2027_3374_13.tif,2329
global_monthly_2018_06_mosaic_L15-0506E-1204N_2027_3374_13.tif,1864
global_monthly_2018_07_mosaic_L15-0506E-1204N_2027_3374_13.tif,2358
global_monthly_2018_08_mosaic_L15-0506E-1204N_2027_3374_13.tif,2373
global_monthly_2018_09_mosaic_L15-0506E-1204N_2027_3374_13.tif,2385
global_monthly_2018_10_mosaic_L15-0506E-1204N_2027_3374_13.tif,2389
global_monthly_2018_11_mosaic_L15-0506E-1204N_2027_3374_13.tif,2397
global_monthly_2018_12_mosaic_L15-0506E-1204N_2027_3374_13.tif,2404
global_monthly_2019_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,2408
global_monthly_2019_02_mosaic_L15-0506E-1204N_2027_3374_13.tif,2415
global_monthly_2019_03_mosaic_L15-0506E-1204N_2027_3374_13.tif,2423
global_monthly_2019_04_mosaic_L15-0506E-1204N_2027_3374_13.tif,2431
global_monthly_2019_05_mosaic_L15-0506E-1204N_2027_3374_13.tif,2440
global_monthly_2019_06_mosaic_L15-0506E-1204N_2027_3374_13.tif,2446
global_monthly_2019_07_mosaic_L15-0506E-1204N_2027_3374_13.tif,2459
global_monthly_2019_08_mosaic_L15-0506E-1204N_2027_3374_13.tif,2465
global_monthly_2019_09_mosaic_L15-0506E-1204N_2027_3374_13.tif,2468
global_monthly_2019_10_mosaic_L15-0506E-1204N_2027_3374_13.tif,2470
global_monthly_2019_11_mosaic_L15-0506E-1204N_2027_3374_13.tif,2457
global_monthly_2019_12_mosaic_L15-0506E-1204N_2027_3374_13.tif,2475
